TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen,,,
2018-05-21-18-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_52_00\capaec58.pcm,-2,13859,12036,115.146228,[(358205 0 -49) (413030 51 -45) (435018 664 -5) (512740 81 -27) (555878 42 -37) (578663 708 -6) (668741 623 -6) (780607 438 -3) (824783 51 -30) (867961 50 -43) (900016 560 -5) (1041542 189 -11) (1137691 284 -6) (1219559 761 -5) (1330791 448 -30) (1362812 0 -49) (1395224 16 -44) (1412792 2299 -4) (1553011 2212 -2) (1696025 1927 -3) (1809450 2412 -3) (1994684 0 -49) (2074315 8 -47) (2110329 35 -48)],9835,8576,114.6805037,能行所以行晕我行我的心里让玩好不详一种爱好我要一局罗挑战有这么乱菊被严重么,37,52,,,
2018-05-21-18-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_53_00\capaec59.pcm,-2,14125,12036,117.3562645,[(137320 0 -49) (338291 17 -49) (412883 86 -40) (437147 621 -6) (513465 26 -38) (557724 17 -46) (580698 672 -6) (670981 645 -9) (735506 93 -45) (755851 1076 -3) (825618 41 -28) (869506 33 -44) (904250 476 -6) (987225 28 -39) (1043146 198 -13) (1116325 263 -36) (1139492 292 -6) (1224249 479 -4) (1316569 0 -49) (1340621 123 -36) (1395839 13 -46) (1415291 2296 -3) (1554886 2214 -2) (1671102 3 -48) (1699544 1932 -3) (1812473 2440 -3) (1995016 25 -41) (2061146 15 -48) (2078909 0 -49) (2089992 1 -48)],10038,8576,117.0475746,能行一行与你让行怎么又是我的心要跳好不成一种爱好罗强按就真的价值被严重低估,37,52,,,
2018-05-21-18-54-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_54_00\capaec60.pcm,-15,16298,12036,135.4104354,[(3996 2361 -18) (129444 0 -49) (151243 1661 -20) (243869 1552 -16) (359702 252 -42) (395584 83 -32) (413602 85 -39) (449080 320 -35) (475453 46 -44) (514665 358 -18) (542181 579 -22) (583298 1138 -28) (671765 141 -35) (697392 87 -25) (722143 62 -38) (737649 151 -27) (758791 417 -20) (826527 15 -45) (870336 5 -49) (892087 89 -43) (922567 457 -20) (996784 140 -42) (1055372 0 -49) (1069501 686 -24) (1121109 280 -41) (1190346 165 -45) (1220234 513 -33) (1328559 858 -17) (1429418 392 -28) (1468369 178 -23) (1488099 955 -31) (1571869 25 -49) (1592906 131 -32) (1616352 729 -15) (1696494 3 -48) (1742834 718 -18) (1798597 53 -47) (1838952 6 -49) (1993788 46 -36) (2014269 16 -49) (2040171 283 -44) (2079384 262 -30)],11610,8576,135.3777985,Recognition Failed! ,0,52,,,
2018-05-21-18-55-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_55_00\capaec61.pcm,-19,8060,12036,66.96576936,[(10527 1242 -22) (110718 173 -44) (149824 781 -22) (216429 232 -29) (242689 1363 -26) (413889 86 -31) (447201 623 -19) (514530 63 -32) (556621 274 -31) (582798 254 -38) (610322 558 -31) (674651 57 -32) (699571 17 -48) (723469 46 -32) (735835 152 -35) (760989 134 -21) (793134 12 -49) (826322 20 -43) (873847 0 -49) (888573 143 -26) (914610 636 -21) (1013594 0 -49) (1070579 616 -36) (1133534 15 -47) (1197299 11 -48) (1317770 0 -48) (1328747 18 -42) (1342205 88 -42) (1643294 0 -49) (1715728 39 -46) (1775284 0 -49) (1867651 147 -42) (1993838 52 -31) (2142974 208 -33)],12357,8576,144.088153,Recognition Failed! ,0,52,,,
2018-05-21-18-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_56_00\capaec62.pcm,-15,7752,12036,64.40677966,[(3745 178 -46) (65991 85 -40) (108943 0 -49) (156094 153 -29) (195054 116 -43) (302428 138 -48) (323968 0 -49) (338359 43 -43) (413769 44 -41) (448534 602 -20) (497763 12 -49) (514660 66 -32) (531770 8 -48) (583128 970 -34) (671679 327 -28) (700844 81 -47) (720878 87 -33) (762576 51 -45) (793041 207 -30) (825575 62 -29) (869845 20 -49) (927463 0 -49) (939253 133 -46) (996043 53 -34) (1070044 579 -15) (1133918 21 -43) (1148131 464 -34) (1219819 144 -41) (1326456 82 -23) (1340742 73 -41) (1437706 39 -44) (1532425 18 -43) (1642812 6 -47) (1715666 57 -35) (1757192 323 -47) (1805861 49 -39) (1868566 225 -29) (1952838 24 -44) (1994647 36 -34) (2033390 2022 -19) (2140533 154 -44)],6574,8576,76.65578358,Recognition Failed! ,0,52,,,
2018-05-21-18-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_57_00\capaec63.pcm,-15,6813,12036,56.60518445,[(205411 433 -44) (236966 0 -49) (247743 0 -49) (270651 0 -49) (281941 228 -48) (314342 31 -49) (327566 676 -43) (414282 135 -28) (449265 32 -44) (514620 46 -46) (558479 4 -47) (570041 0 -47) (582834 22 -46) (610809 30 -46) (673710 117 -27) (700603 0 -49) (759510 53 -44) (781285 57 -47) (793758 87 -41) (813076 511 -43) (853219 0 -48) (996280 22 -43) (1017261 100 -28) (1079379 469 -29) (1115698 899 -15) (1178650 510 -48) (1219119 177 -41) (1253568 2 -47) (1269441 20 -44) (1296702 65 -47) (1326144 400 -22) (1363240 0 -49) (1390909 130 -47) (1416627 124 -47) (1433001 408 -47) (1467855 69 -48) (1488215 400 -42) (1549367 9 -48) (1563539 181 -44) (1582557 248 -49) (1642535 35 -42) (1715528 25 -41) (1757234 4 -47) (1893418 10 -49) (1947217 0 -49) (1993835 38 -41) (2113792 6 -48)],7653,8576,89.23740672,Recognition Failed! ,0,52,,,
2018-05-21-18-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_58_00\capaec64.pcm,0,9055,12036,75.23263543,[(34363 0 -49) (51935 387 -41) (207636 0 -49) (218976 163 -44) (286815 32 -46) (349412 640 -45) (395310 117 -47) (414303 487 -39) (448445 1971 -5) (558128 2676 0) (762473 24 -45) (781266 208 -35) (827247 47 -36) (896083 5 -45) (988273 203 -45) (1051369 780 -43) (1134949 8 -48) (1148296 0 -49) (1190645 0 -48) (1220956 31 -42) (1310206 180 -47) (1329099 36 -32) (1341898 106 -37) (1369275 28 -44) (1417584 0 -49) (1601300 0 -49) (1643710 24 -39) (1695318 1 -48) (1717537 50 -47) (1868018 230 -36) (1892499 3 -46) (1941501 151 -49) (1991797 110 -37) (2088374 40 -44) (2115311 0 -47) (2135935 317 -37)],1784,8576,20.80223881,你狠一,3,52,,,
2018-05-21-18-59-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_18_59_00\capaec65.pcm,-3,16961,12036,140.9189099,[(3786 13 -47) (40880 9 -48) (65140 3 -47) (152956 0 -49) (168487 0 -49) (413329 85 -42) (435930 885 -5) (514129 114 -27) (529611 0 -49) (557376 36 -49) (580391 932 -7) (670704 706 -8) (751749 185 -35) (783005 416 -3) (813637 13 -45) (826950 32 -43) (869756 42 -41) (901953 934 -6) (1040192 358 -10) (1067121 104 -45) (1139644 251 -7) (1198128 44 -49) (1221627 556 -4) (1310448 16 -47) (1340916 385 -34) (1384013 3123 -4) (1554428 2226 -3) (1697908 1936 -3) (1811088 2386 -3) (1972946 219 -14) (1996279 0 -49) (2020870 126 -33) (2061949 60 -39) (2101120 766 -17)],10494,8576,122.3647388,行你行有行有次我的心里要把我当成一种爱菊罗挑战一番的话局被严重的,32,52,,31.67434211,61%
2018-05-21-19-00-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_00_00\capaec66.pcm,-2,20487,12036,170.2143569,[(68873 100 -48) (347650 9 -46) (376694 114 -43) (393431 34 -49) (414537 56 -44) (437675 553 -5) (515625 81 -30) (558531 31 -44) (578244 1004 -6) (637129 6 -49) (648775 17 -42) (671697 629 -9) (735769 16 -47) (757378 117 -41) (773516 2123 -2) (891428 670 -7) (985595 213 -27) (1011800 22 -39) (1045978 350 -12) (1073233 269 -43) (1120974 1306 -11) (1223687 510 -4) (1323987 181 -34) (1342670 115 -36) (1416145 2469 -4) (1556138 2268 -2) (1700199 1928 -3) (1813012 2703 -2) (1993659 826 -31) (2049133 67 -39) (2062343 1252 -18) (2138499 448 -18)],10903,8576,127.1338619,能人一有晕老行啊如此我的心不疼一种爱好罗讲的你根本化学被严重的很,32,52,,,
2018-05-21-19-01-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_01_00\capaec67.pcm,-2,14858,12036,123.4463277,[(207939 9 -49) (414524 86 -42) (437408 702 -5) (514852 34 -41) (543464 0 -48) (559610 5 -47) (570908 923 -7) (671500 528 -10) (724642 18 -41) (784007 667 -3) (827383 29 -38) (870955 30 -44) (903661 433 -9) (989270 128 -44) (1037044 345 -13) (1065104 217 -49) (1140363 267 -10) (1192665 69 -49) (1215693 666 -4) (1307754 314 -27) (1335774 264 -33) (1371953 121 -46) (1416213 2289 -4) (1556086 2341 -2) (1699616 1970 -3) (1812950 2402 -3) (1996657 1 -49)],9305,8576,108.5004664,能人一行如我行啊如此我的心木场一种爱好如何抢占一任保华被严重呢,31,52,,,
2018-05-21-19-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_02_00\capaec68.pcm,-3,15739,12036,130.7660352,[(215507 13 -47) (395626 0 -49) (407875 199 -42) (430561 612 -5) (492692 2 -47) (503056 429 -28) (552153 1191 -7) (664726 643 -9) (751007 0 -49) (763123 0 -49) (776392 431 -3) (808150 0 -49) (820602 39 -30) (863222 361 -40) (891232 638 -7) (987574 12 -49) (1035001 233 -15) (1084634 34 -46) (1133849 299 -8) (1214100 550 -4) (1250919 8 -47) (1301096 955 -30) (1391053 4 -48) (1409103 2488 -5) (1549005 2212 -3) (1691985 1944 -3) (1805525 2406 -3) (1989572 36 -45)],9884,8576,115.2518657,能行你行晕我行啊由此我的心里要好好补偿一种爱如何抢占移动的话被严重么,34,52,,,
2018-05-21-19-03-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_03_00\capaec69.pcm,-2,14791,12036,122.8896643,[(406278 218 -40) (429958 571 -5) (507431 78 -32) (544259 166 -46) (562900 919 -7) (663991 679 -7) (750187 1184 -3) (820346 30 -36) (862771 43 -39) (896643 432 -8) (986955 12 -48) (1038350 150 -16) (1133355 285 -11) (1189538 15 -48) (1214026 556 -4) (1300617 95 -28) (1322363 10 -47) (1334858 59 -39) (1408531 2477 -3) (1548053 2319 -3) (1693571 2081 -2) (1805521 2412 -3)],9601,8576,111.951959,人行已经行晕老行啊那我的心里要好好补偿一种爱好我想见g6根本管局被严重低估,37,52,,,
2018-05-21-19-15-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_15_00\capaec0.pcm,-6,12973,12036,107.7849784,[(412091 50 -44) (441140 549 -8) (512550 35 -38) (568923 2 -49) (582043 637 -9) (669778 649 -13) (756174 155 -39) (786357 341 -6) (825380 18 -48) (869233 16 -45) (907807 380 -13) (986633 129 -49) (1045204 186 -12) (1148141 148 -24) (1218960 739 -8) (1309360 11 -46) (1340281 62 -41) (1368376 79 -48) (1422033 2207 -6) (1558550 2320 -7) (1701786 1872 -7) (1815245 2388 -6)],9218,8576,107.4860075,人行用行行那我的心里老婆好恶王城一种爱游戏是我讲的一部分的价值被严重低估,36,52,,,
2018-05-21-19-16-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_16_00\capaec1.pcm,-6,13077,12036,108.6490528,[(412875 21 -47) (433874 581 -8) (511615 82 -31) (556598 0 -49) (567876 903 -10) (667256 455 -12) (699443 16 -44) (780770 409 -6) (868394 10 -47) (902227 292 -14) (1042145 149 -16) (1137260 264 -13) (1217636 558 -7) (1305637 60 -42) (1339245 289 -36) (1411855 2492 -8) (1552346 2206 -6) (1696403 1890 -6) (1810087 2381 -6) (1992971 19 -40)],9790,8576,114.1557836,能人你行我行那我的心要的好不一种爱罗强健,20,52,,,
2018-05-21-19-17-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_17_00\capaec2.pcm,-6,12636,12036,104.9850449,[(412628 23 -46) (435072 564 -8) (511946 66 -40) (556106 18 -47) (568213 10 -45) (578477 699 -10) (668592 533 -13) (721928 23 -48) (781053 646 -6) (825184 14 -46) (868534 18 -45) (901998 341 -12) (991275 10 -48) (1042988 137 -19) (1138179 250 -11) (1218725 546 -8) (1339529 58 -39) (1412787 2146 -7) (1552920 2213 -6) (1695982 1922 -6) (1810301 2377 -6) (1993375 22 -42)],9353,8576,109.0601679,能行提醒行我行啊有了我的心木萦一种爱我要继续如何抢占一线的话被严重的,34,52,,,
2018-05-21-19-18-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_18_00\capaec3.pcm,-6,12726,12036,105.7328016,[(413071 29 -44) (435284 554 -8) (513041 64 -36) (557346 5 -49) (568973 898 -12) (669067 433 -10) (722672 5 -47) (781228 422 -6) (811943 73 -45) (825204 42 -36) (869470 0 -49) (902023 347 -11) (1042853 156 -17) (1138521 250 -15) (1219345 550 -7) (1307637 83 -42) (1340868 45 -42) (1415101 2257 -8) (1553387 2199 -6) (1696650 1935 -6) (1810749 2363 -6) (1994085 16 -44)],9344,8576,108.9552239,能能你是杨我行啊那我的心木场一种爱罗强占你那么大的严重,27,52,,,
2018-05-21-19-19-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_19_00\capaec4.pcm,-6,12818,12036,106.4971751,[(413155 12 -46) (434769 581 -8) (513273 38 -45) (567894 903 -10) (668738 417 -12) (723013 0 -49) (781283 393 -6) (824766 13 -45) (868673 0 -47) (902320 329 -12) (985564 6 -45) (1042665 147 -14) (1069854 0 -49) (1137885 282 -13) (1218761 540 -7) (1254813 1 -47) (1306794 36 -46) (1327099 6 -49) (1339482 100 -36) (1412635 2310 -6) (1553085 2202 -6) (1696619 1910 -6) (1809644 2402 -6) (1993255 14 -42) (2080196 176 -44)],9376,8576,109.3283582,能能你有你老行电话有次我的心木场一种爱我想见你的价值被严重呢,30,52,,,
2018-05-21-19-20-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_20_00\capaec5.pcm,-6,12881,12036,107.0206049,[(98718 4 -48) (235323 0 -47) (413677 18 -46) (435246 563 -8) (514111 14 -46) (556197 27 -46) (568723 926 -11) (668877 430 -12) (781784 404 -6) (869296 18 -44) (903077 341 -11) (1042909 146 -17) (1138264 246 -18) (1219493 536 -8) (1309449 0 -49) (1326936 374 -35) (1413210 2340 -8) (1553527 2213 -6) (1696936 1924 -6) (1810517 2357 -6)],9590,8576,111.823694,能行你行我行啊如此我的心love银行一种爱罗强贱驴和三本布局被严重,33,52,,,
2018-05-21-19-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_21_00\capaec6.pcm,-5,12869,12036,106.920904,[(413722 18 -45) (435409 570 -9) (513061 74 -34) (557468 9 -46) (568717 907 -9) (669532 424 -10) (781825 406 -6) (812538 4 -49) (825493 17 -40) (868587 30 -43) (901980 374 -12) (1039530 224 -17) (1138630 235 -13) (1194744 89 -48) (1220445 525 -7) (1306176 71 -39) (1340356 56 -41) (1414040 2296 -8) (1553755 2208 -6) (1696791 1924 -5) (1810267 2387 -5) (1993962 21 -41)],9264,8576,108.0223881,能行嘻嘻有你老行啊那我的心要吗木有一种唉我想见你真的困局被严重呢,32,52,,,
2018-05-21-19-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_22_00\capaec7.pcm,-6,12561,12036,104.3619143,[(414803 19 -45) (436391 557 -8) (558687 2 -49) (569880 16 -46) (580265 689 -11) (670589 407 -10) (782738 399 -6) (826435 39 -37) (870237 19 -46) (902736 358 -13) (987605 13 -48) (1040412 245 -16) (1139373 214 -12) (1220889 527 -7) (1307723 59 -38) (1329091 6 -47) (1340617 162 -33) (1414653 2302 -8) (1554322 2211 -6) (1697515 1919 -6) (1811755 2398 -6)],9665,8576,112.6982276,能行习有那行啊那我的心里要好好顾长一种爱我要结局我想见你英文不好被严重的,36,52,,,
2018-05-21-19-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_23_00\capaec8.pcm,-6,12553,12036,104.295447,[(414126 23 -46) (435752 568 -8) (513455 66 -40) (557471 21 -45) (569617 3 -43) (579700 703 -11) (670035 432 -9) (724461 1 -48) (782642 410 -6) (826521 11 -46) (869808 10 -47) (902636 408 -10) (1043993 151 -14) (1139366 249 -12) (1220191 540 -7) (1327606 11 -45) (1340200 117 -35) (1414224 2301 -7) (1554279 2234 -6) (1697434 1926 -6) (1811588 2368 -6)],9701,8576,113.1180037,能行你行行啊如此我的心那么好不行一种爱如何抢占一部分不挂被严重,31,52,,,
2018-05-21-19-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_24_00\capaec9.pcm,-6,12570,12036,104.4366899,[(414440 60 -42) (436040 595 -8) (513393 88 -33) (557621 27 -42) (576470 763 -10) (670485 632 -18) (723794 0 -49) (756345 88 -41) (783147 395 -6) (826822 4 -46) (870194 13 -47) (904067 326 -14) (992994 0 -49) (1044475 139 -19) (1139380 251 -14) (1219898 551 -8) (1256447 0 -49) (1341124 96 -41) (1414852 2043 -7) (1554864 2200 -6) (1698877 1898 -6) (1811523 2382 -6) (1994843 19 -40)],9236,8576,107.6958955,能行你有是的行又怕那我的心木场一种爱罗强战屡胜的话被严重,28,52,,,
2018-05-21-19-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_25_00\capaec10.pcm,-6,12467,12036,103.5809239,[(414948 18 -47) (436753 571 -8) (514832 48 -44) (558803 0 -48) (570378 6 -48) (581107 666 -10) (670848 417 -11) (701622 0 -49) (759307 16 -46) (783059 403 -6) (826707 32 -40) (870152 22 -45) (902619 450 -11) (989195 103 -48) (1040373 247 -18) (1074612 0 -49) (1139839 236 -15) (1220690 542 -7) (1309035 47 -47) (1342163 51 -42) (1414826 2101 -7) (1555021 2206 -6) (1698639 1907 -6) (1811643 2378 -6)],9155,8576,106.7513993,能行只行老行那我的心木萦一种爱我想见你真的价值被严重呢,27,52,,,
2018-05-21-19-26-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_26_00\capaec11.pcm,-6,12636,12036,104.9850449,[(414463 38 -45) (438281 548 -8) (514538 57 -38) (558801 8 -47) (581643 661 -9) (671636 408 -15) (734922 10 -46) (758192 27 -40) (784478 484 -6) (826849 31 -42) (870229 21 -46) (906202 353 -11) (1046043 133 -19) (1140907 248 -11) (1222056 518 -8) (1309065 41 -37) (1329073 13 -43) (1341133 125 -35) (1382514 0 -48) (1415942 2465 -6) (1555694 2197 -6) (1700679 1889 -7) (1813530 2347 -6) (1995594 14 -43)],9524,8576,111.0541045,人行一有如了行啊那我的心里要么好恶一种唉罗讲的你真的病的严重么,31,52,,,
2018-05-21-19-27-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_27_00\capaec12.pcm,-6,13119,12036,108.998006,[(415587 26 -43) (437365 579 -8) (514918 68 -40) (559718 7 -46) (570978 909 -10) (672280 412 -12) (757630 84 -42) (784447 391 -6) (827241 48 -36) (905276 388 -11) (1046360 138 -18) (1141112 270 -14) (1222032 538 -7) (1308861 75 -36) (1341717 125 -34) (1416197 2542 -7) (1555913 2208 -6) (1699741 1934 -6) (1813208 2377 -6)],9654,8576,112.5699627,能行一行我行计划那我的心里要好好木有一种爱罗强任你根本化学被严重呢,33,52,,,
2018-05-21-19-28-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_28_00\capaec13.pcm,-6,12593,12036,104.6277833,[(414322 52 -43) (437857 571 -8) (515317 69 -35) (559693 7 -47) (581297 691 -9) (671942 423 -12) (758355 133 -46) (784201 400 -6) (814604 5 -49) (828062 8 -46) (905759 391 -12) (994634 13 -48) (1045535 156 -13) (1140991 244 -11) (1225213 503 -7) (1309731 50 -44) (1341918 75 -36) (1416075 2299 -8) (1555773 2210 -6) (1700613 1891 -6) (1813354 2402 -6)],9455,8576,110.2495336,能行一行与如那行有了我的心你要保成一种爱罗讲的你根本不怕被严重低估,33,52,,,
2018-05-21-19-29-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_29_00\capaec14.pcm,-6,12700,12036,105.516783,[(415429 33 -45) (437873 575 -8) (515806 41 -45) (571273 0 -47) (581696 398 -11) (612430 46 -45) (672117 409 -13) (760886 0 -49) (784734 400 -6) (870692 26 -43) (905840 373 -13) (988933 132 -47) (1041917 234 -16) (1070968 41 -48) (1140492 288 -12) (1222260 592 -7) (1309921 40 -43) (1343441 111 -39) (1416529 2467 -7) (1556243 2209 -6) (1700382 1897 -6) (1813433 2369 -6) (1996434 19 -40)],9424,8576,109.8880597,能行提醒行你搞行啊那我的心要化木一种爱罗强任汝芬的价值被严重低估,32,52,,,
2018-05-21-19-30-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_30_00\capaec15.pcm,-6,12809,12036,106.4223995,[(413979 77 -41) (437960 592 -8) (514613 44 -40) (558181 31 -45) (570613 19 -43) (581993 679 -9) (671839 440 -14) (762875 23 -42) (785191 394 -6) (827451 18 -42) (871318 5 -45) (905047 419 -11) (1046749 135 -17) (1141431 262 -11) (1221466 547 -7) (1310930 12 -45) (1330047 3 -49) (1341749 179 -39) (1416894 2454 -7) (1556441 2208 -6) (1701428 1890 -6) (1814012 2362 -6) (1996208 16 -42)],9600,8576,111.9402985,人人一行你我行讲话那我的心里那么好不成一种爱好罗强贱一身的价值被严重低估,36,52,,,
2018-05-21-19-31-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_31_00\capaec16.pcm,-5,12586,12036,104.5696245,[(415551 21 -44) (437958 576 -8) (514828 66 -38) (558218 31 -44) (581891 677 -9) (671585 420 -12) (724632 24 -48) (759968 21 -46) (784487 402 -6) (827832 7 -46) (871530 0 -49) (905298 318 -14) (1045914 141 -19) (1141125 241 -16) (1221533 555 -8) (1309709 47 -43) (1329960 5 -48) (1342332 63 -42) (1416648 2449 -8) (1555961 2208 -6) (1699754 1920 -6) (1812958 2375 -5) (1996049 19 -43)],9035,8576,105.3521455,能人一行我行啊如娜的心要么好不了一种爱罗小贱你根本不与被严重,30,52,,,
2018-05-21-19-32-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_32_00\capaec17.pcm,-6,13205,12036,109.7125291,[(416764 18 -44) (438284 587 -9) (516685 59 -38) (582011 693 -9) (672683 422 -14) (725709 11 -46) (763153 0 -49) (785278 401 -6) (815554 5 -48) (828183 25 -40) (872114 18 -44) (904996 414 -12) (995470 25 -47) (1042219 238 -18) (1141975 269 -13) (1221338 565 -8) (1309991 67 -41) (1343319 100 -38) (1393270 2793 -7) (1556755 2209 -6) (1700535 1910 -6) (1813668 2376 -6) (1997532 0 -49)],9553,8576,111.3922575,能行提醒行那行啊那我的心那么好不行一种爱异形罗挑战用,26,52,,,
2018-05-21-19-33-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_33_00\capaec18.pcm,-5,12493,12036,103.7969425,[(46266 0 -49) (416689 21 -46) (438588 579 -8) (517152 41 -36) (560688 0 -48) (582541 677 -10) (672834 437 -10) (785615 447 -6) (906312 363 -11) (1047146 137 -20) (1090713 11 -48) (1142103 268 -12) (1223356 532 -8) (1330478 17 -41) (1342801 119 -35) (1372443 5 -47) (1416948 2322 -6) (1557036 2208 -6) (1701265 1913 -6) (1814244 2382 -5) (1997252 14 -44)],9450,8576,110.1912313,能行已经行老行啊那我的心要凉好不行一种爱我想见你的价值被严重低估,32,52,,,
2018-05-21-19-34-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_34_00\capaec19.pcm,-6,12455,12036,103.481223,[(416920 29 -46) (439996 557 -8) (516499 67 -41) (560316 27 -44) (572820 9 -48) (583311 681 -10) (673626 418 -15) (759923 50 -41) (786397 391 -6) (829225 18 -42) (873131 4 -45) (909248 358 -9) (1047929 135 -19) (1143016 267 -10) (1223256 534 -7) (1259371 1 -49) (1311025 80 -38) (1344132 107 -40) (1418269 2277 -7) (1557856 2187 -6) (1702902 1889 -6) (1815195 2369 -6) (1999056 0 -48)],9424,8576,109.8880597,能行银行晕若行啊那我的心好不横一种爱进行罗奖券一分的价值被严重低估,33,52,,,
2018-05-21-19-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_35_00\capaec20.pcm,-5,12499,12036,103.846793,[(415665 52 -45) (439732 565 -8) (517114 26 -42) (560705 17 -47) (572217 19 -39) (583182 681 -10) (672714 435 -13) (758935 170 -33) (785883 387 -6) (816093 0 -49) (872976 12 -47) (907181 368 -13) (1047894 145 -18) (1142834 265 -14) (1227448 446 -8) (1313055 15 -44) (1343121 80 -40) (1417939 2315 -7) (1557671 2209 -6) (1702873 1904 -5) (1815545 2358 -6) (1997512 30 -38)],9227,8576,107.5909515,能行一杨你NOR行啊有罗的心好不成一种爱好罗强家衣服这么大的眼睛,32,52,,,
2018-05-21-19-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_36_00\capaec21.pcm,-6,12475,12036,103.6473912,[(417516 19 -46) (439866 567 -8) (517405 49 -42) (583596 405 -9) (613652 51 -41) (673678 423 -16) (759233 70 -43) (786828 383 -6) (816340 0 -48) (829346 18 -43) (873221 0 -49) (907144 380 -15) (1048376 126 -14) (1142905 280 -12) (1223571 754 -7) (1311714 59 -40) (1331591 13 -45) (1343662 106 -36) (1417988 2296 -7) (1557969 2201 -6) (1701976 1906 -6) (1815243 2369 -6)],9466,8576,110.3777985,能行平行如你老行啊那我的心要往好处想一种爱罗强的一分的价值被严重,32,52,,,
2018-05-21-19-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_37_00\capaec22.pcm,-6,13183,12036,109.5297441,[(418145 20 -45) (440115 583 -8) (517149 67 -44) (561403 18 -43) (573200 907 -11) (673629 427 -22) (761374 21 -42) (787148 392 -6) (830158 33 -43) (873572 23 -46) (908363 392 -11) (991974 116 -48) (1048547 147 -18) (1143628 272 -11) (1223943 561 -7) (1312035 92 -37) (1344778 97 -37) (1418780 2516 -7) (1558749 2205 -6) (1702386 1907 -6) (1816348 2359 -6) (1998500 28 -40)],9599,8576,111.9286381,能人一行晕你我行啊那我的心你要把我想一种爱着讲了一分的价值被严重低估,34,52,,,
2018-05-21-19-38-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_19_38_00\capaec23.pcm,-6,12487,12036,103.7470921,[(417736 19 -46) (440121 561 -8) (517684 55 -34) (561217 10 -47) (572740 18 -41) (583846 677 -10) (674406 416 -14) (727804 4 -46) (787157 394 -6) (873176 18 -48) (908606 387 -10) (1048477 136 -18) (1143913 260 -14) (1223595 540 -7) (1345269 46 -44) (1418463 2472 -8) (1558163 2205 -6) (1702754 1897 -6) (1815616 2372 -6)],9566,8576,111.5438433,能行一行你我行啊那我的心要想好我不想一种爱好我想见你的价值被严重么,33,52,,,
